												annotations												log2 SILAC ratios UV / ctrl																												protein abundances																															
Q99ZV6	msrB	M5005_Spy0778;SPy_1055	Peptide methionine sulfoxide reductase MsrB OS=Streptococcus pyogenes serotype M1 OX=301447 GN=msrB PE=3 SV=1	Peptide methionine sulfoxide reductase MsrB {ECO:0000255|HAMAP-Rule:MF_01400}		csrA	61	6	145	16.3	4.87	protein repair;response to oxidative stress	peptide-methionine (R)-S-oxide reductase activity		SelR	PF01641	Met_Sox_Rdtase;Met_Sox_Rdtase_MsrB;Mss4-like_sf	IPR002579;IPR011057;IPR028427		1.8.4.12			-	0.400280068	0.204216735	-0.683273447	1.357456845	0.424469076	0.930974226	0.31967005	0.805403923	0.175916444	0.319156841	0.16672691	0.047578696	0.859934963	0.366801029	-6.624556787	6.628777034	-6.658935345	6.628777034	0.998498907	0.999665028	-0.006484516	NA	NA	NA	NA	NA	NA	NA	19346849.16	23172355.55	41049829.73	21360952.72	27113734.23	12690026.4	32834160.21	9656189.907	48780031.11	29484524.89	65651397.36	23827619.85	42837914.12	27770897.07	59591343.66	25256350.35	4043351.249	NA	6763941.365	NA	4340068.382	NA	5882154.664	NA	16332978.92	NA	9705659.523	NA	15817549.36	395437.21	19484812.12	NA
Q99Z88		SPy_1344	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1344 PE=4 SV=1				22	2	133	14.4	6.79				4HBT	PF03061	HotDog_dom_sf;PAAI_dom;Thioestr_dom	IPR003736;IPR006683;IPR029069					-	-0.380735387	0.216770236	0.083421215	0.13434442	0.914558895	0.998860838	0.013450121	0.24881319	0.018227592	0.206749762	0.32565473	0.032176864	0.744860163	0.199861319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21434850.17	15730138.41	17441064.23	13163111.25	16497868.52	17462223.84	17181971.18	18382389.57	7040159.603	8222405.8	1692348.259	4564173.226	9957329.743	11409559.42	7405847.516	4897328.04	NA	NA	NA	160632.4315	NA	169734.0534	NA	244148.089	NA	123406.0967	NA	NA	NA	34529.99949	NA	NA
Q99YY2		SPy_1491	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1491 PE=4 SV=1				36	7	195	22.6	9.36				DUF2140	PF09911	DUF2140	IPR018672					-	-0.129893635	-0.130470031	0.07460814	-0.11927266	0.198238055	0.882289451	-0.076257046	0.124668907	-0.066463568	0.052237886	-0.16098459	0.846439908	0.996825293	-0.012635341	3.104309889	3.231067037	3.16895177	1.144532138	0.003112624	0.008854155	2.662215208	4.212415657	4.027475128	4.432849064	4.213127875	1.56E-06	7.78E-05	4.221466931	137035164.3	117139217.5	147205175.2	113206112.3	136683149	215260953.1	132736405.1	203758484.7	144179039	189396810.6	162435331.9	178954842.8	141932674.5	162053479.6	152510628.3	140719817.8	1577842.046	29106747.81	13388376.76	771985.9214	1598942.32	11174973.76	14927195.93	760955.1781	1490616.053	55964575.09	34874337.52	1355163.515	1815756.052	61866926.54	39986984.51	847797.8623
Q99Z53	pepB	SPy_1393	Putative oligopeptidase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=pepB PE=3 SV=1				50	21	601	69.4	5.14		metal ion binding;metalloendopeptidase activity		Peptidase_M3;Peptidase_M3_N	PF01432;PF08439	OligopepF_N_dom;Pept_M3A_M3B;Peptidase_M3B	IPR001567;IPR004438;IPR013647					-	0.045228554	0.028651737	0.034075958	0.009484696	0.307801223	0.905108007	0.029360236	-5.66E-06	0.05073825	-0.014813587	-0.072686829	0.812312329	0.996825293	-0.009191956	-0.096956883	0.20790759	0.167632082	0.016119745	0.444349501	0.53220808	0.073675634	-1.606309492	1.143139669	0.28975281	0.732855783	0.801635109	0.838920463	0.139859693	1223513936	1073703803	1229543387	964951345.1	1346357143	1130288435	1100405905	1197887411	787678419.5	768141944.8	857861254.4	791778622.8	974200029.2	994342158.5	856937977.6	830587697.7	10441765.77	9894335.758	12260538.13	9143391.308	13744676.39	12250620.88	9003798.226	9953918.634	5178047.429	2305467.954	3206928.645	2248732.965	3031379.826	4964299.638	5136355.594	2875003.052
P66852	ssb3	M5005_Spy1554;SPy_1830	Single-stranded DNA-binding protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=ssb3 PE=3 SV=1	Single-stranded DNA-binding protein {ECO:0000255|HAMAP-Rule:MF_00984}	SB {ECO:0000255|HAMAP-Rule:MF_00984}	 OrderedLocusNames=SPy_1830;ssb	58	8	163	18	5.27	DNA recombination;DNA repair;DNA replication	single-stranded DNA binding		SSB	PF00436	NA-bd_OB-fold;Primosome_PriB/ssb;ssDNA-bd	IPR000424;IPR011344;IPR012340			Plays an important role in DNA replication,recombination and repair. Binds to ssDNA and to an array ofpartner proteins to recruit them to their sites of action duringDNA metabolism.		-	-0.101194762	-0.079829168	-0.161574978	-0.046143855	0.037968547	0.602258202	-0.097185691	-0.178082341	0.139315671	-0.155975188	0.040244772	0.618418676	0.996825293	-0.038624271	0.435777862	0.902926259	0.151988371	0.830238419	0.021577401	0.042391471	0.580232728	0.309818795	2.063337834	0.946949539	2.220492728	0.023501488	0.03858077	1.385149724	945649590.1	1135120399	896478906	1052307915	902047547.8	1000171153	719010083.9	1091821337	739175102.5	1088632151	751869350.3	1090080600	818068926.6	1091922070	703497496.5	1074242070	8311988.634	18487381.92	11244819.04	6242749.967	13431394.11	18745214.99	13049528.96	10580495.16	3831984.474	18777814.25	12881440.09	3753629.177	3652117.951	13780086.77	12010560.07	3922850.927
Q99YD4	fabK	SPy_1751	Putative trans-2-enoyl-ACP reductase II OS=Streptococcus pyogenes serotype M1 OX=301447 GN=fabK PE=4 SV=1				54	14	323	33.8	6.81		nitronate monooxygenase activity		NMO	PF03060	Aldolase_TIM;Enoyl_ACP_red-II_put;NMO	IPR004136;IPR013785;IPR017569					-	0.021971163	-0.08595881	-0.117152405	-0.050235577	0.176596101	0.875166516	-0.057843907	-0.100003609	-0.055069239	0.028331845	-0.024951345	0.36303092	0.996825293	-0.037923087	1.788885672	1.259154713	1.380749523	1.71746146	0.000203024	0.001037529	1.536562842	2.403043833	2.201927406	2.189874939	2.346230162	1.05E-05	0.000153197	2.285269085	2517350753	2929793263	2486660532	2668893779	2991978223	3068535612	2534610410	3464763611	1600259169	1817158897	1488972076	1711132735	1614531483	2065005523	1493746358	1747011389	8606315.275	46285984.77	32534649.56	17454881.81	12722965	46420305.19	33595065.12	15685554.95	6681468.647	33136414.51	25205718.29	5826021.908	6061218.094	34698419.83	25938608.22	4369408.418
Q99YU2		SPy_1536	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1536 PE=4 SV=1				36	10	345	37.5	9.17	protein catabolic process	ATP binding;ATP-dependent peptidase activity;serine-type endopeptidase activity		Lon_C;PDZ_2	PF05362;PF13180	Lon_proteolytic;Lon_Prtase;PDZ;PDZ_sf;Ribosomal_S5_D2-typ_fold;Ribosomal_S5_D2-typ_fold_subgr	IPR001478;IPR008269;IPR014721;IPR020568;IPR027065;IPR036034					-	0.162093404	-0.116351761	0.043545688	0.126277949	0.408463517	0.930974226	0.05389132	-0.173820097	0.034296679	-0.081195526	0.041585467	0.441404309	0.996825293	-0.044783369	1.107582015	0.54386254	0.730731379	0.967434535	0.002125145	0.006676761	0.837402617	2.728482252	2.09243734	2.696498457	1.920286572	0.00020449	0.00095712	2.359426155	142279380.6	151431256.3	185792894.6	163384410.5	143477347	151904375.4	132801115	173746548.2	119555960.6	142772737.7	143681784	120852592.9	134808918.6	257926200.5	114558497.1	282419667.3	8789131.482	12970619.84	12745035.14	8287616.096	10345085.17	8319512.994	11510436.43	6645111.618	2327372.857	15615835.86	12711756.38	3343665.635	1715262.921	15059253.05	13036098.11	1035024.998
Q9A1C8		SPy_0343	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0343 PE=4 SV=1				33	6	200	23.4	9.22												-	0.01719865	0.081533557	0.150073786	0.067340234	0.07898709	0.750287289	0.079036557	-0.048950682	0.202470496	0.080870386	0.04467737	0.256963674	0.996825293	0.069766893	0.339351653	0.072290754	-0.318865102	0.489858304	0.420769735	0.510103355	0.145658902	0.681912696	0.18335816	0.840027416	-0.099801989	0.114110561	0.151553088	0.401374071	163823791.9	90028018.95	151034459	74801120.62	94697096.55	101817136.1	130472850.3	97433702.56	288934906.5	59505328.5	173125157.6	52079833.21	68920226.51	59231582.89	89790105.03	59409214.91	12104279.45	15593233.9	14449239.65	10997793.13	12369989.35	9434288.703	13473945.63	13028873.97	11997625.98	16027434.24	13759754.54	7866056.814	12575189.27	17823912.1	18620113.11	13423354.45
P65620	pyrB	M5005_Spy0641;SPy_0832	Aspartate carbamoyltransferase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=pyrB PE=3 SV=1	Aspartate carbamoyltransferase {ECO:0000255|HAMAP-Rule:MF_00001}			41	12	311	34.6	5.52	cellular amino acid metabolic process;'de novo' pyrimidine nucleobase biosynthetic process;'de novo' UMP biosynthetic process	amino acid binding;aspartate carbamoyltransferase activity		OTCace;OTCace_N	PF00185;PF02729	Asp/Orn_carbamoyltranf_P-bd;Asp/Orn_carbamoylTrfase;Asp/Orn_carbamoylTrfase_sf;Asp_carbamoyltransf;Asp_carbamoyltransf_Asp/Orn-bd	IPR002082;IPR006130;IPR006131;IPR006132;IPR036901		2.1.3.2			-	0.118269341	-0.023884476	-0.116164958	0.024440943	0.989711131	0.998860838	0.000665213	0.252911477	-0.103587647	0.260045632	-0.163710636	0.574695577	0.996825293	0.061414707	NA	NA	NA	NA	NA	NA	NA	1.027899198	0.386181528	1.360285786	0.641219178	0.011582726	0.022207482	0.853896422	39398947.88	50692713.97	104526437.4	41481100.06	43352185.45	46809961.34	46016660.71	45893050.91	279109501.8	333243663.7	357600370.5	366944316.7	339328493.6	402332661.9	399661752.7	410372761.8	616040.5841	692763.5523	697186.0609	1837333.036	927460.3951	2309416.754	1495545.837	805579.6638	2429415.821	835729.0357	2759093.63	1845209.418	2370067.404	3178747.249	2456791.196	1046874.54
Q9A0V2		SPy_0601	Putative endolysin, phage associated OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0601 PE=4 SV=1				31	5	282	31.7	7.61	cell wall macromolecule catabolic process;peptidoglycan catabolic process	lysozyme activity		Glyco_hydro_25	PF01183	Glyco_hydro_25;Glycoside_hydrolase_SF	IPR002053;IPR017853					-	1.955015531	-3.039486959	0.96668242	-0.210638346	0.933727803	0.998860838	-0.082106839	2.794368368	-2.509175714	1.010928131	-2.118767715	0.858730462	0.996825293	-0.205661732	2.356123425	1.173323031	2.903127752	1.379348022	0.004553426	0.011822345	1.952980558	3.718726986	-0.194382796	4.880774709	-0.479540051	0.159848967	0.202123074	1.981394712	5443374.708	9594772.147	5001091.226	10605516.48	7839747.605	13040480.26	7237241.713	10005584.23	2378924.696	9536800.59	3625015.415	8036694.577	3404598.885	10473649.52	3639621.327	6187730.229	413486.1749	4209607.115	1376131.31	643081.978	63161.03274	1285898.001	2024090.761	271687.4299	163889.3325	2681547.479	1520160.355	1138098.406	143154.3534	4623413.997	987280.7986	1260310.437
Q9A1F8	oppC	SPy_0295	Oligopeptidepermease OS=Streptococcus pyogenes serotype M1 OX=301447 GN=oppC PE=3 SV=1				22	5	308	34.9	8.46	transmembrane transport		integral component of membrane;plasma membrane	BPD_transp_1;OppC_N	PF00528;PF12911	MetI-like;MetI-like_sf;OppC_N	IPR000515;IPR025966;IPR035906				 Multi-pass membrane protein{ECO:0000256|RuleBase:RU363032}.;Cell membrane{ECO:0000256|RuleBase:RU363032}	-	-0.120762098	-0.15714622	0.106368265	-0.476395634	0.199612568	0.882289451	-0.161983922	-0.161337611	-0.456704429	-0.046186211	-0.163710636	0.059461056	0.859934963	-0.206984722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89032792.96	80058754.49	78594112.24	83404291.45	81489879.42	84632550.83	64048350.03	94678255.54	60590902.38	50995338.26	63573413.12	60872912.03	78329628.49	89066929.7	75944242.64	82018836.29	NA	NA	NA	NA	NA	98000.50836	NA	166353.099	NA	NA	NA	NA	NA	NA	NA	NA
Q9A017		SPy_0975	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0975 PE=4 SV=1				14	6	541	62.3	8.59				Phage_Mu_F	PF04233	Phage_head_morphogenesis	IPR006528					-	-0.391008567	0.181756223	-0.044881522	0.338732189	0.885660437	0.998860838	0.021149581	0.227626977	-0.074312575	0.093472244	0.159883344	0.176555402	0.996825293	0.101667497	1.498509413	0.781021551	2.392942541	0.955477638	0.009931185	0.022239515	1.406987786	2.931799937	2.956741021	3.630623551	3.131002226	2.79E-05	0.000242154	3.162541684	22407778.68	7215171.239	19235777.31	7735225.588	23210858.01	246569706	17173367.31	9524929.422	19685275.67	11022135.23	14954418.94	187132691.7	20192125.15	16594786.49	24709060.04	13847138.99	1192097.73	1305449.359	1808079.389	326103.6312	83095.66959	1268380.529	1818682.652	1876089.102	644864.8309	1996734.519	1015067.409	96993.33158	1074295.162	1365337.029	1142598.395	57732.08559
Q99XU6		SPy_2026	Histidine kinase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_2026 PE=4 SV=1	Histidine kinase {ECO:0000256|SAAS:SAAS00924638}			13	5	462	52.8	8.65		ATP binding;phosphorelay sensor kinase activity	integral component of membrane	HATPase_c;HisKA	PF00512;PF02518	HAMP_dom;HATPase_C;HATPase_C_sf;His_kinase_dom;HisK_dim/P;HisK_dim/P_sf	IPR003594;IPR003660;IPR003661;IPR005467;IPR036097;IPR036890		2.7.13.3			-	0.080576044	-0.73800075	0.271027277	-0.106561922	0.550693205	0.938770035	-0.123239838	0.076245336	0.080257954	0.7158308	-0.2216146	0.393462244	0.996825293	0.162679872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17512350.86	30820527.32	25606991.61	31083554.83	23528036.39	27293050.1	23283501.79	31937231.91	34812069.43	26594716.57	25297265.92	24858631.9	27323731.65	22965896.51	18686179.85	18709921.25	322032.7285	286359.2141	494153.2366	NA	235603.0462	414205.967	460181.037	NA	188907.7236	214302.0722	NA	NA	NA	163398.0167	230100.581	NA
P65858	truB	M5005_Spy0961;SPy_1251	tRNA pseudouridine synthase B OS=Streptococcus pyogenes serotype M1 OX=301447 GN=truB PE=3 SV=1	tRNA pseudouridine synthase B {ECO:0000255|HAMAP-Rule:MF_01080}			70	16	294	32.3	6.58	tRNA pseudouridine synthesis	RNA binding;tRNA pseudouridine synthase activity		TruB_C_2;TruB_N	PF01509;PF16198	PsdUridine_synth_cat_dom_sf;PsdUridine_synth_N;tRNA_psdUridine_synth_TruB;TruB_C	IPR002501;IPR014780;IPR020103;IPR032819		5.4.99.25	Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs.		RBP	-0.106561922	0.087189825	0.553761186	0.000576834	0.352001621	0.917881001	0.133741481	0.277409508	-0.077505741	0.364016179	0.016030829	0.195481226	0.996825293	0.144987694	5.944841649	3.960760055	5.681530777	4.736950086	0.00015542	0.000896324	5.081020642	6.407789385	4.875247955	6.413041231	4.704907835	0.000126481	0.00067193	5.600246602	341763652.5	314711408	306901639.6	345647135.3	273607520.2	324508639.8	355981607.2	305634903.4	300610588.2	266898747.1	255681434.4	260370699.2	234734127.7	305106925.3	373512808.1	285224174.5	84274882.52	385538626.7	288094022.4	64240116.49	80055697.63	307128834.7	290571384.9	90694149.53	92957875.47	502319576.4	588518653	47318850.78	108206137.4	391967069.8	412614697	83371206.48
Q9A0Z7		SPy_0539	Hypothetical protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0539 PE=4 SV=1				39	11	322	36.7	9.22												-	0.121449191	-0.08595881	0.262703449	-0.079829168	0.514502033	0.930974226	0.054591166	0.162530698	-0.072702192	0.164543275	-0.119147108	0.656640784	0.996825293	0.033806168	1.938620116	1.655479787	1.540352485	0.527016562	0.00551011	0.013890757	1.415367237	3.303068951	2.956741021	2.518612858	2.849873127	3.90E-05	0.000292214	2.907073989	4805132003	5126912351	4812127460	4675722610	4497412695	5179033074	4292143597	5556093978	4887230460	5192859438	4740279888	4851650593	4763449844	5448406588	4992397778	5417051257	148749410.3	290514839.6	285561384.4	155623741.7	156045179.8	316010752.6	232352911.6	184224292.4	19406261.45	167663435.3	145756623.9	19213864.03	19803177.73	173281362.5	146355920.3	18132542.56
Q99ZM4		SPy_1164	DNA topoisomerase 1 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=topA PE=3 SV=1	DNA topoisomerase 1 {ECO:0000256|HAMAP-Rule:MF_00952}			59	34	709	80.2	9.22	DNA topological change	DNA binding;DNA topoisomerase type I activity;metal ion binding	chromosome	Topoisom_bac;Toprim;zf-C4_Topoisom	PF01131;PF01396;PF01751	Topo_IA;Topo_IA_2;Topo_IA_AS;Topo_IA_cen;Topo_IA_cen_sub1;Topo_IA_cen_sub2;Topo_IA_cen_sub3;Topo_IA_core_domain;Topo_IA_DNA-bd_dom;Topo_IA_Znf;TopoI_bac-type;Topoisom_1_IA;TOPRIM_domain;TOPRIM_TopoI	IPR000380;IPR003601;IPR003602;IPR005733;IPR006171;IPR013497;IPR013498;IPR013824;IPR013825;IPR013826;IPR023405;IPR023406;IPR028612;IPR034149		5.99.1.2	Releases the supercoiling and torsional tension of DNA,which is introduced during the DNA replication and transcription,by transiently cleaving and rejoining one strand of the DNAduplex. Introduces a single-strand break via transesterificationat a target site in duplex DNA. The scissile phosphodiester isattacked by the catalytic tyrosine of the enzyme, resulting in theformation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and theexpulsion of a 3'-OH DNA strand. The free DNA strand thenundergoes passage around the unbroken strand, thus removing DNAsupercoils. Finally, in the religation step, the DNA 3'-OH attacksthe covalent intermediate to expel the active-site tyrosine andrestore the DNA phosphodiester backbone.		-	0.107442169	-0.116351761	0.040102717	-0.074679709	0.839886258	0.998860838	-0.010871646	0.104669622	-0.089223096	0.288927117	0.017399582	0.337482984	0.996825293	0.080443306	0.632785076	0.527536955	1.064560474	0.347013782	0.010106209	0.022511714	0.642974072	2.005982065	1.331327142	2.051038363	1.647028033	0.00034598	0.001327537	1.758843901	1609912774	1516961911	1520714994	1397923028	1607241263	1456834302	1426985774	1603109738	1252219971	1174276911	1275364876	1133607535	1115471617	1205089326	1239564977	1099923306	76878537.07	74400909.47	84433454.67	49217079.57	68455593.79	69990686.98	75608085.67	63430782.67	15636357.73	30785941.15	35659985.67	12415069.41	24471698.77	40145013.89	48646184.46	26836958.62
Q9A093	mvaS.2	SPy_0881	Putative 3-hydroxy-3-methylglutaryl-coenzyme A synthase (HMG-CoA synthase) OS=Streptococcus pyogenes serotype M1 OX=301447 GN=mvaS.2 PE=4 SV=1				53	16	391	43.3	5.72	isoprenoid biosynthetic process	hydroxymethylglutaryl-CoA synthase activity		Chal_sti_synt_N;HMG_CoA_synt_C	PF00195;PF08540	Chalcone/stilbene_synthase_N;HMG_CoA_synt_C_dom;HMG_CoA_synthase_prok;Thiolase-like	IPR001099;IPR011554;IPR013746;IPR016039					-	-0.056702068	-0.07059579	-0.009434885	-0.007847781	0.265794648	0.905108007	-0.036145131	0.053978609	-0.249105714	0.108176099	-0.200071528	0.427894089	0.996825293	-0.071755633	0.343709743	0.352841189	0.620384773	0.627098946	0.005650766	0.01410228	0.486008663	1.289760558	0.695279504	0.874986951	1.011716779	0.001602839	0.004458808	0.967935948	863713974.3	924476681.6	890700215.1	892962834	893565345.2	973973752.2	880197477.5	1069452259	967899455.6	972885873.1	938645785	890764085	967492421.6	1007632919	1007821902	1008071698	9509665.004	42942539.75	12019388.49	13597444.78	9176992.645	40238678.61	13909083.57	13838370.17	5145835.47	50580197.23	9724450.909	10892986.25	4270278.037	34085609.95	8989530.628	3882941.131
Q99ZD0	pfkA	M5005_Spy0989;SPy_1283	ATP-dependent 6-phosphofructokinase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=pfkA PE=3 SV=1	ATP-dependent 6-phosphofructokinase {ECO:0000255|HAMAP-Rule:MF_00339}	hosphofructokinase {ECO:0000255|HAMAP-Rule:MF_00339};TP-PFK {ECO:0000255|HAMAP-Rule:MF_00339}	pfk	75	19	337	35.7	5.54	fructose 6-phosphate metabolic process	6-phosphofructokinase activity;ATP binding;metal ion binding	cytoplasm	PFK	PF00365	ATP_PFK;ATP_PFK_prok-type;PFKA_ATP_prok;Phosphofructokinase_CS;Phosphofructokinase_dom;PKF_sf	IPR000023;IPR012003;IPR012828;IPR015912;IPR022953;IPR035966		2.7.1.11	Catalyzes the phosphorylation of D-fructose 6-phosphateto fructose 1,6-bisphosphate by ATP, the first committing step ofglycolysis.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00339}.	-	-0.0992732	-0.040401524	-0.130634788	-0.116797723	0.030552877	0.58913956	-0.096776809	-0.047833127	-0.058057114	-0.089023953	-0.023455567	0.154620914	0.996825293	-0.05459244	0.736983471	0.918576268	0.653500255	0.853151339	0.000502586	0.002094939	0.790552833	1.107784917	1.312944557	0.914705139	0.854164767	0.000748832	0.002376997	1.047399845	9028377098	9912677839	10117243826	10584310544	8082042572	8898650383	5965362912	8718661454	9197241603	10663138316	9239287802	10421941194	8836309772	10259613653	9238434107	10062589175	126748563.4	323184414.5	255334229.5	192805919.4	176350202.7	321688542.2	214648369.5	214056370.3	128433900.5	278775923.3	262349127.3	157409184.2	124356956.3	282326435.9	230278501.6	132370587.5
Q99ZW1	cas1	SPy_1047	CRISPR-associated endonuclease Cas1 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=cas1 PE=1 SV=1	CRISPR-associated endonuclease Cas1 {ECO:0000256|HAMAP-Rule:MF_01470}			10	2	289	33.4	7.2	defense response to virus;maintenance of CRISPR repeat elements	DNA binding;endodeoxyribonuclease activity;identical protein binding;metal ion binding		Cas_Cas1	PF01867	CRISPR-assoc_Cas1;CRISPR-assoc_Cas1_NMENI	IPR002729;IPR019855		3.1.-.-	CRISPR (clustered regularly interspaced shortpalindromic repeat), is an adaptive immune system that providesprotection against mobile genetic elements (viruses, transposableelements and conjugative plasmids). CRISPR clusters containspacers, sequences complementary to antecedent mobile elements,and target invading nucleic acids. CRISPR clusters are transcribedand processed into CRISPR RNA (crRNA). Acts as a dsDNAendonuclease. Involved in the integration of spacer DNA into theCRISPR cassette.		RBP	-0.243520377	0.323425414	-0.348377435	-0.203081373	0.419443993	0.930974226	-0.117888443	-0.452509613	0.197364964	-0.500398756	0.150677262	0.404988361	0.996825293	-0.151216536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3949811.178	3316662.942	3476686.583	2803348.575	3461048.466	2682797.094	2809079.383	3839194.787	3669090.959	2557349.668	3809550.676	3098186.455	5071170.952	3343043.566	4465681.26	3806247.931	48819.44106	NA	18032.00652	53120.14901	NA	NA	50784.22827	NA	NA	NA	71612.59707	NA	NA	NA	81956.65998	NA
