locus_tag	old_locus_tag	Gene_name	UniProt	protein_id	Pfam	eggNOG_PFAMs	Interpro	RBP_type	OOPS_rep1	OOPS_rep2	OOPS_rep3	OOPS_rep4	OOPS_mean	OOPS_p_val	OOPS_p_adj	RNA_binding_sites	Novel_RBP	product	Bacteria_OGs	Firmicutes_OGs	eco-shchepachev	eco-queiroz	eco-monti	eco-stenum	sal-urdaneta	sau-chu
SPY_RS08265	SPy_1990	pabB	Q99XW6	WP_010922700.1	"Aminotran_4;Chorismate_bind"	Aminotran_4,Chorismate_bind	"ADC_synthase;Aminotrans_IV;Aminotrans_IV_CS;Anth_synth_I_like;Chorismate_C;Para-NH2Bz_synth_comp_1"	-	0.791961392	-1.447646253	0.928501829	-2.406316507	-0.533374885	0.48991463	0.576128657	-	No	aminodeoxychorismate synthase component I	COG0115	1TQAP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS08270	SPy_1991	SPy_1991	Q99XW5	WP_010922701.1	GATase	Anth_synt_I_N,Chorismate_bind,GATase	"Class_I_gatase-like;GATASE;TrpG/PapA_dom"	-	-	-	-	-	-	-	-	-	No	aminodeoxychorismate/anthranilate synthase component II	COG0512	COG0512	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08275	SPy_1992	rarA	Q99XW4	WP_010922702.1	"AAA;MgsA_C"	AAA,AAA_assoc_2,MgsA_C,RuvB_N	"AAA+_ATPase;ATPase_AAA_core;DNA_pol3_clamp-load_cplx_C;MgsA_C;P-loop_NTPase"	-	-	-	-	-	-	-	-	-	No	replication-associated recombination protein A	COG2256	1TPVV	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08290	SPy_1994	SPy_1994	Q99XW3	WP_010922703.1	Acetyltransf_1	Acetyltransf_1,Acetyltransf_7	"Acyl_CoA_acyltransferase;GNAT_dom"	-	-	-	-	-	-	-	-	-	No	GNAT family N-acetyltransferase	COG0454	1V78F	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08295	SPy_1995	flaR	Q99XW2	WP_010922704.1	-	-	P-loop_NTPase	-	-	-	-	-	-	-	-	-	No	DNA topology modulation protein	COG0563	1V7AW	no_RBP	RBP	no_RBP	RBP	no_RBP	no_homolog
SPY_RS08300	SPy_1998	smeZ	Q99XW1	WP_010922705.1	"Stap_Strp_tox_C;Stap_Strp_toxin"	Stap_Strp_tox_C,Stap_Strp_toxin	"Enterotoxin;Staph/Strept_toxin_CS;Staph_tox_OB;SuperAg_toxin_C;Superantigen_bac;Toxin_b-grasp_Staph/Strep"	-	-	-	-	-	-	-	-	-	No	streptococcal mitogenic exotoxin SmeZ	340N8	1VX84	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS08305	SPy_1999	thiF	Q99XW0	WP_011285736.1	-	Prok-E2_A,Prok-E2_B,Prok-JAB,ThiF	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	COG0476	COG0476	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08310	SPy_2000	dppA	Q99XV9	WP_010922707.1	SBP_bac_5	SBP_bac_5	"Peptide/Ni-bd;SBP_5_dom"	-	1.51218001	1.196088144	0.75712141	1.698194412	1.290895994	0.001924031	0.006136493	-	No	ABC transporter substrate-binding protein	COG0747	1TQ0N	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08315	SPy_2001	dppB	Q7DAL2	WP_009880585.1	BPD_transp_1	BPD_transp_1	MetI-like	-	-	-	-	-	-	-	-	-	No	ABC transporter permease	COG0601	1TP1S	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08320	SPy_2002	SPy_2002	Q99XV8	WP_002982520.1	BPD_transp_1	BPD_transp_1	MetI-like	-	-	-	-	-	-	-	-	-	No	ABC transporter permease	COG1173	1TP4R	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08325	SPy_2003	dppD	Q99XV7	WP_003059481.1	ABC_tran	ABC_tran,oligo_HPY	"AAA+_ATPase;ABC_transporter-like;P-loop_NTPase"	-	1.164019487	0.126870901	0.564019978	0.804027995	0.66473459	0.025380064	0.048678847	-	No	ABC transporter ATP-binding protein	COG0444	1TP6E	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS08330	SPy_2004	SPy_2004	Q99XV6	WP_010922708.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase"	-	1.285126792	-0.965073813	0.348777953	-3.063265845	-0.598608728	0.494941046	0.581227839	-	No	ABC transporter ATP-binding protein	COG1124	1UYAV	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08335	SPy_2005	SPy_2005	Q99XV5	WP_002982507.1	CsbD	CsbD	CsbD	-	-4.661157357	3.191964716	-0.964298641	6.628777034	1.048821438	0.64001866	0.70721222	-	No	CsbD family protein	COG3237	1VYJB	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08340	SPy_2006	SPy_2006	Q99XV4	WP_010922709.1	Strep_his_triad	PHtD_u1,Strep_his_triad	"His_triad_protein;Strep_his_triad_rpt"	-	3.131421446	3.050553456	1.284847326	3.622053525	2.772218938	0.002766374	0.008059817	-	No	pneumococcal-type histidine triad protein	COG4886	1V750	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08345	SPy_2007	lmb	Q99XV3	WP_002987954.1	TroA	ZnuA	"AdhesinB;Lipoprotein_4;Perip_solute-bd_prot_fam"	-	3.272622223	3.132592546	1.509710773	4.227962252	3.035721948	0.002815789	0.008147402	-	No	metal ABC transporter substrate-binding lipoprotein/laminin-binding adhesin Lmb	COG0803	1TPG7	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	RBP
SPY_RS08350	SPy_2009	fbpA	Q99XV2	WP_010922710.1	YSIRK_signal	GAGBD,Gram_pos_anchor,RICH,YSIRK_signal	"LPXTG_anchor;YSIRK_signal_dom"	-	-0.205396056	-0.428020562	-0.304252046	-0.175279697	-0.27823709	0.023755353	0.046219032	305T	No	LPXTG-anchored fibronectin-binding protein FbpA	30K8P	1TX16	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08355	SPy_2010	scpA/B	P58099	WP_010922711.1	"DUF1034;PA;Peptidase_S8"	FlgD_ig,Inhibitor_I9,PA,Peptidase_S8,SLH,fn3_5	"Peptidase_S8/S53_dom;Peptidase_S8_Asp-AS;Peptidase_S8_His-AS;Peptidase_S8_Ser-AS;Peptidase_S8_subtilisin-rel;Peptidase_S8A_DUF1034;Protease-assoc_domain"	-	-0.000284806	-0.486999437	-0.116592384	-0.126868444	-0.182686267	0.168516076	0.238471489	-	No	C5a peptidase ScpA/B	COG1404	1TPH1	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08360	SPy_2013	SPy_2013	Q99XV1	-	"DDE_Tnp_1;DUF772"	-	"Transposase_11;Transposase_InsH_N"	-	-	-	-	-	-	-	-	-	No	IS1182 family transposase	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08365	SPy_2016	sic	Q7DAL1	WP_010922713.1	SIC	-	Sic	-	-0.104920184	-0.746744573	-0.093228419	-1.388726688	-0.583404966	0.093475364	0.145752327	-	No	complement-mediated lysis inhibitor Sic	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08370	SPy_2018	emm	Q99XV0	WP_010922714.1	"Gram_pos_anchor;YSIRK_signal"	Gram_pos_anchor,YSIRK_signal	"Gram-positive_anchor;Gram_pos_anchor;LPXTG_anchor;YSIRK_signal_dom"	-	-0.250627667	-0.181753648	-0.218359585	-0.996771081	-0.411877995	0.078426327	0.125541762	-	No	M protein	COG1196	1UMNH	no_RBP	no_RBP	no_RBP	no_RBP	RBP	no_homolog
SPY_RS08375	SPy_2019	mga	Q99XU9	WP_010922715.1	"HTH_Mga;Mga;PRD_Mga"	HTH_11,HTH_Mga,Mga,PRD,PRD_Mga,PTS_EIIA_2	"HTH_Mga_DNA-bd;Mga_HTH;Mga_PRD_dom"	-	1.106672152	1.088694792	1.490793675	0.514516708	1.050169332	0.003931715	0.010543006	-	No	virulence factor transcriptional regulator Mga	COG3711	COG3711	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08380	SPy_2023	SPy_2023	Q99XU8	WP_002982472.1	-	DUF3955,HTH_3	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	COG1476	1V6QF	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08385	SPy_2025	isp2	Q99XU7	WP_010922716.1	"CHAP;Glucosaminidase"	CHAP,GBS_Bsp-like,SLT	"CHAP_dom;MGlyc_endo_b_GlcNAc_like_dom"	-	-0.154300342	-0.345175063	-0.112956842	-0.820760744	-0.358298248	0.074676461	0.121385289	-	No	CHAP domain-containing protein	COG3468	COG3468	RBP	RBP	RBP	no_RBP	no_RBP	no_homolog
SPY_RS08390	SPy_2026	ihk	Q99XU6	WP_010922717.1	"HAMP;HATPase_c;HisKA"	HATPase_c,HisKA	"EnvZ-like_dim/P;HAMP_linker_domain;HATPase_C;Sig_transdc_His_kinase_core;Sig_transdc_His_kinase_dimeric"	-	-	-	-	-	-	-	-	-	No	HAMP domain-containing sensor histidine kinase	COG0642	1V0D0	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08395	SPy_2027	yclJ	Q99XU5	WP_002991237.1	"Response_reg;Trans_reg_C"	Response_reg,Trans_reg_C	"CheY-like_superfamily;Sig_transdc_resp-reg_C;Sig_transdc_resp-reg_receiver;WHTH_DNA-bd_dom"	-	0.88462722	1.662028233	1.142520504	2.157084734	1.461565173	0.003618361	0.009923974	-	No	response regulator transcription factor	COG0745	1U4FM	RBP	RBP	RBP	RBP	no_RBP	no_homolog
SPY_RS08400	SPy_2029	SPy_2029	Q99XU4	WP_002993552.1	"FtsX;MacB_PCD"	FtsX,MacB_PCD	"ABC_permease_dom;MacB_PCD"	-	-	-	-	-	-	-	-	-	No	ABC transporter permease	COG0577	1TPUU	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08405	SPy_2031	yvrO	Q99XU3	WP_002982458.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase"	-	1.281579561	1.035355772	0.521337784	0.533758731	0.843007962	0.007266124	0.017430417	-	No	ABC transporter ATP-binding protein	COG1136	1TPBJ	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08410	SPy_2032	SPy_2032	Q99XU2	WP_010922718.1	-	HlyD_3,HlyD_D23	-	-	3.088991978	2.770927492	3.21718956	2.719669873	2.949194726	0.0000116	0.000255907	-	No	efflux RND transporter periplasmic adaptor subunit	COG0845	1V046	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08415	SPy_2033	SPy_2033	Q99XU1	WP_002982442.1	-	-	-	-	3.04933546	0.750004934	2.675249685	1.603358929	2.019487252	0.009702494	0.021799593	-	No	hypothetical protein	30CQI	1UA81	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08420	SPy_2034	SPy_2034	Q99XU0	WP_002982439.1	DUF4298	DUF4298	DUF4298	-	0.341675753	0.503241628	0.362300867	0.811275628	0.504623469	0.009708845	0.021799593	-	No	DUF4298 domain-containing protein	2ZS82	1W3Q6	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08430	SPy_2037	prsA	P60812	WP_010922719.1	Rotamase_2	Rotamase_2	"Foldase_PrsA;PPIase_PpiC;Trigger_fact/SurA_dom"	-	-1.085619312	4.577679895	-0.992513566	3.960760055	1.615076768	0.280933465	0.370181498	-	No	peptidylprolyl isomerase PrsA	COG0760	1TNYP	RBP	RBP	RBP	no_RBP	RBP	no_homolog
SPY_RS08445	SPy_2039	speB	P0C0J1	WP_010922720.1	"Inhibitor_I69;Peptidase_C10"	Inhibitor_I69,Peptidase_C10	"Peptidase_C10;Spi_Prtas-inh"	-	-	-	-	-	-	-	-	-	No	cysteine proteinase exotoxin SpeB	31HIX	2DM31	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08450	SPy_2042	ropB	Q7DAL0	WP_002982409.1	-	-	"Lambda_DNA-bd_dom;Transcription_activator_MutR_C"	-	3.146505712	2.21322322	2.272619397	3.088991978	2.680335077	0.000217899	0.001092087	-	No	quorum-sensing system transcriptional regulator RopB/Rgg1	COG1396	1VD87	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08455	SPy_2043	sdaB	Q7DAK9	WP_010922721.1	Endonuclease_NS	Endonuclea_NS_2	DNA/RNA_non-sp_Endonuclease	RNase	-	-	-	-	-	-	-	-	No	streptodornase B	32V8J	1VD0S	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08460	SPy_2045	pgpA	Q99XT6	WP_009880864.1	PgpA	PgpA	"Put_PGPase;YutG-like;YutG/PgpA"	-	-	-	-	-	-	-	-	-	No	phosphatidylglycerophosphatase A	COG1267	1V3I0	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08465	SPy_2047	gldA	Q99XT5	WP_010922722.1	Fe-ADH	Fe-ADH	"ADH_Fe;Glycerol_DH"	-	-	-	-	-	-	-	-	-	No	glycerol dehydrogenase	COG0371	1TQFU	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08470	SPy_2048	mipB	Q99XT4	WP_010922723.1	Transaldolase	TAL_FSA	"Aldolase_TIM;Transaldolase;Transaldolase_AS"	-	0.718432389	0.278574249	0.31427859	1.285126792	0.649103005	0.033806403	0.062150637	-	No	fructose-6-phosphate aldolase	COG0176	1TP4Q	no_RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS08475	SPy_2049	pflD	Q99XT3	WP_010922724.1	"Gly_radical;PFL"	Gly_radical,PFL-like	"Form_AcTrfase_GR_CS;Gly_radical;PFL2/GDeHydtase_fam;PFL_dom"	-	0.451165786	-0.083565573	-0.057148279	0.120921636	0.107843393	0.425844411	0.514434712	-	No	glycyl radical protein	COG1882	1TPTF	no_RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS08480	SPy_2050	celB	Q99XT2	WP_010922725.1	PTS_EIIC	PTS_EIIC	"PTS_EIIC;PTS_EIIC_3;PTS_IIC_cello"	-	-	-	-	-	-	-	-	-	No	PTS sugar transporter subunit IIC	COG1455	1TP8D	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08485	SPy_2051	celA	Q99XT1	WP_002992103.1	PTS_IIB	PTS_IIB	"PTS_EIIB_2/3;PTS_EIIB_3"	-	-	-	-	-	-	-	-	-	No	PTS sugar transporter subunit IIB	COG1440	1VAPV	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08490	SPy_2052	celC	Q99XT0	WP_002992105.1	PTS_IIA	PTS_IIA	PTS_IIA_lac	-	-	-	-	-	-	-	-	-	No	PTS lactose/cellobiose transporter subunit IIA	COG1447	1VEGE	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08495	SPy_2053	SPy_2053	Q99XS9	WP_002991275.1	Sugar-bind	HTH_23,Sugar-bind	Sugar-bd_dom_put	-	1.173323031	-0.262864818	0.75310551	-0.395845834	0.316929472	0.391170652	0.481528785	-	No	sugar-binding transcriptional regulator	COG2390	1TPUB	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08500	SPy_2054	rdrA	Q99XS8	WP_002991277.1	"DeoRC;HTH_DeoR"	DeoRC,HTH_DeoR	"DeoR_C;HTH_DeoR_N;Tscrpt_reg_HTH_DeoR_CS;WHTH_DNA-bd_dom"	-	0.384822603	-0.17537463	0.647680345	0.427557671	0.321171497	0.114973786	0.1722561	-	No	DeoR/GlpR family DNA-binding transcription regulator	COG1349	1TNYH	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08505	SPy_2055	SPy_2055	Q99XS7	WP_010922726.1	Radical_SAM	Fer4_12,Radical_SAM	"Elp3/MiaB/NifB;Glycyl_radical_activase;Radical_activat_CS;rSAM"	-	-	-	-	-	-	-	-	-	No	glycyl-radical enzyme activating protein	COG1180	1TPK2	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08515	SPy_2058	secE	Q99XS6	WP_002982348.1	SecE	SecE	"SecE_bac;Translocase_SecE/Sec61-g"	-	-	-	-	-	-	-	-	-	No	preprotein translocase subunit SecE	COG0690	1W4QH	RBP	no_RBP	no_RBP	RBP	no_RBP	no_homolog
SPY_RS08525	SPy_2059	pbp2a	Q99XS5	WP_010922727.1	"Transgly;Transpeptidase"	Transgly,Transpeptidase	"Beta-lactam/transpept-like;Glyco_trans_51;Lysozyme-like_dom;PCN-bd_Tpept"	-	1.168988808	0.742419514	0.904778132	0.887357528	0.925885996	0.000585234	0.002346509	-	No	penicillin-binding protein PBP2A	COG0744	1TPM5	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS08530	SPy_2060	SPy_2060	Q99XS4	WP_002982339.1	Ribonuc_L-PSP	Ribonuc_L-PSP	"Endoribo_LPSP/chorism_mut-like;YjgF/Yer057p/UK114"	-	-	-	-	-	-	-	-	-	No	RidA family protein	COG0251	1V76U	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08535	SPy_2063	SPy_2063	Q99XS3	WP_015056008.1	PseudoU_synth_2	PseudoU_synth_2	"PsdUridine_synth_cat_dom;PsdUridine_synth_RluC/D;PsdUridine_synth_RluC/D_CS;PsdUridine_synth_RsuA/RluD"	RNA modification	-0.046438242	1.655612178	1.722347191	1.626243917	1.239441261	0.026612682	0.050650488	-	No	RluA family pseudouridine synthase	COG0564	1V1HD	RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS08540	SPy_2065	tcaA	Q99XS2	WP_011285753.1	-	zf-ribbon_3,zinc_ribbon_2	-	-	2.314235008	2.719915103	1.969067364	2.482129873	2.371336837	0.0000664	0.000576678	-	No	hypothetical protein	COG4640	1UYJN	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	RBP
SPY_RS08545	SPy_2066	SPy_2066	Q99XS1	WP_010922730.1	Peptidase_C69	Peptidase_C69	Peptidase_C69	-	-	-	-	-	-	-	-	-	No	C69 family dipeptidase	COG4690	1TQ0F	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	no_homolog
SPY_RS08555	SPy_2070	groL	P69883	WP_010922731.1	Cpn60_TCP1	Cpn60_TCP1	"Chaperonin_Cpn60_CS;Chaprnin_Cpn60;Cpn60/TCP-1;GroEL-like_apical_dom;GROEL-like_equatorial"	-	-0.292082439	0.030331053	-0.408942102	-0.147899037	-0.204648131	0.113893624	0.170944713	352E	No	chaperonin GroEL	COG0459	1TP1T	no_RBP	RBP	RBP	RBP	RBP	no_RBP
SPY_RS08560	SPy_2072	groES	P63770	WP_002991292.1	Cpn10	Cpn10	"Chaperonin_Cpn10;Chaprnonin_Cpn10_CS;GroES-like"	-	0.048956012	0.076852808	0.252740552	0.270046212	0.162148896	0.110947008	0.168016871	"20T; 23G; 95T"	No	co-chaperone GroES	COG0234	1TVXF	no_RBP	RBP	RBP	no_RBP	no_RBP	no_homolog
SPY_RS08565	SPy_2073	clpC	Q99XR9	WP_010922732.1	"AAA;AAA_2;Clp_N;ClpB_D2-small"	AAA,AAA_2,ClpB_D2-small,Clp_N,UVR	"AAA+_ATPase;ATPase_AAA_core;Clp_ATPase_C;Clp_N;ClpA/B;ClpA/B_CS1;ClpA/B_CS2;Dbl_Clp-N;P-loop_NTPase"	-	0.871615056	0.248092546	0.559217356	0.383298351	0.515555827	0.015593927	0.032340114	-	No	ATP-dependent Clp protease ATP-binding subunit	COG0542	1TPMU	no_RBP	RBP	RBP	no_RBP	RBP	no_RBP
SPY_RS08570	SPy_2074	ctsR	Q99XR8	WP_002982312.1	CtsR	CtsR	CtsR	-	-	-	-	-	-	-	-	-	No	CtsR family transcriptional regulator	COG4463	1VAXT	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS08575	SPy_2077	cspA	P0C0F1	WP_002991299.1	CSD	CSD	"Cold-shock_CS;Cold_shock_CspA;Cold_shock_prot;CSP_DNA-bd;NA-bd_OB-fold"	Other RBP	6.628777034	1.220609588	2.249904116	1.749142695	2.962108358	0.045902472	0.080520586	"8W; 17F; 18I; 19S; 21E; 22N; 23G; 24Q; 25D; 26V; 27F; 28A; 30F; 53E; 54G; 55Q; 56R"	No	cold-shock protein	COG1278	1VEE0	RBP	RBP	RBP	RBP	RBP	RBP
SPY_RS08585	SPy_2079	ahpC	Q99XR7	WP_002982304.1	"1-cysPrx_C;AhpC-TSA"	1-cysPrx_C,AhpC-TSA	"AhpC;AhpC/TSA;Peroxiredoxin_AhpC-typ;Peroxiredoxin_C;Thioredoxin-like_fold"	-	-0.910758698	0.22510717	-1.128261908	-0.024284406	-0.459549461	0.181808052	0.253447648	151I	No	alkyl hydroperoxide reductase subunit C	COG0450	1TQU7	RBP	RBP	RBP	RBP	RBP	no_RBP
SPY_RS08590	SPy_2080	ahpF	Q99XR6	WP_002982300.1	"Pyr_redox;Pyr_redox_2;Thioredoxin_3"	Pyr_redox_2,Thioredoxin_3	"Alkyl_hydroperoxide_Rdtase_suF;Glutaredoxin;Pyr_nucl-diS_OxRdtase_2_AS;Pyr_nucl-diS_OxRdtase_FAD/NAD;Pyr_OxRdtase_NAD-bd_dom;Pyridine_nuc-diS_OxRdtase_2;Thioredoxin-like_fold"	-	-0.176509387	0.29464215	0.058042936	0.217890706	0.098516601	0.414751403	0.504654164	-	No	alkyl hydroperoxide reductase subunit F	COG3634	1TPYN	RBP	no_RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS08595	SPy_2081	hutI	P58080	WP_011285756.1	Amidohydro_1	Amidohydro_1,Amidohydro_3	"Amidohydro_1;HutI;Metal-dep_hydrolase_composite"	-	-	-	-	-	-	-	-	-	No	imidazolonepropionase	COG1228	1TP2J	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	no_RBP
SPY_RS08600	SPy_2082	hutU	Q99XR5	WP_010922734.1	Urocanase	Urocanase,Urocanase_C,Urocanase_N	"Urocanase;Urocanase_CS"	-	-	-	-	-	-	-	-	-	No	urocanate hydratase	COG2987	1TPZ9	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	no_RBP
SPY_RS08605	SPy_2083	ftcD	Q99XR4	WP_010922735.1	"FTCD;FTCD_N"	FTCD,FTCD_N	"Formiminotransferase_C;Formiminotransferase_cat;Formiminotransferase_N;FormiminoTrfase_subdom"	-	-	-	-	-	-	-	-	-	No	glutamate formimidoyltransferase	COG3643	1TP5T	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08610	SPy_2084	fchA	Q99XR3	WP_010922736.1	FTCD_C	FTCD_C	Cyclodeamin/CycHdrlase	-	-	-	-	-	-	-	-	-	No	cyclodeaminase/cyclohydrolase family protein	COG3404	1V1X8	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08615	SPy_2085	fhs	Q99XR2	WP_010922737.1	FTHFS	FTHFS	"Formate_THF_ligase;Formate_THF_ligase_CS;P-loop_NTPase"	-	-	-	-	-	-	-	-	-	No	formate--tetrahydrofolate ligase	COG2759	1TP6N	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS08620	SPy_2087	SPy_2087	Q99XR1	WP_010922738.1	HutD	HutD	"RmlC-like_jellyroll;RmlC_Cupin;Uncharacterised_HutD/Ves"	-	-	-	-	-	-	-	-	-	No	HutD family protein	COG3758	1VH52	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog	no_homolog
SPY_RS08625	SPy_2088	SPy_2088	Q99XR0	WP_010922739.1	AA_permease_2	AA_permease_2	AA/rel_permease1	-	-	-	-	-	-	-	-	-	No	APC family permease	COG0531	1UW5Y	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08630	SPy_2089	hutH	P58083	WP_010922740.1	Lyase_aromatic	Lyase_aromatic	"Aromatic_Lyase;Fumarase/histidase_N;HutH;L-Aspartase-like;Phe/His_NH3-lyase_AS"	-	-	-	-	-	-	-	-	-	No	histidine ammonia-lyase	COG2986	1TPCW	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	no_RBP
SPY_RS08635	SPy_2090	hutG	Q99XQ9	WP_010922741.1	Arginase	Arginase	"HutG;Ureohydrolase;Ureohydrolase_domain"	-	6.628777034	-4.649954137	6.628777034	-4.186377972	1.10530549	0.702950328	0.763721517	-	No	formimidoylglutamase	COG0010	1TQR5	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08640	SPy_2091	SPy_2091	Q99XQ8	WP_010922742.1	BTAD	AAA_16,BTAD,TPR_12,Trans_reg_C	"BTAD;P-loop_NTPase;TPR-like_helical_dom"	-	-	-	-	-	-	-	-	-	No	AAA family ATPase	COG0457	1TR6V	no_RBP	no_RBP	no_RBP	no_RBP	RBP	no_homolog
SPY_RS08645	SPy_2092	rpsB	P68901	WP_002982262.1	Ribosomal_S2	Ribosomal_S2	"Ribosomal_S2;Ribosomal_S2_bac/mit/plastid;Ribosomal_S2_CS;Ribosomal_S2_flav_dom"	Ribosomal protein	2.938516329	3.520089374	3.262165745	3.04933546	3.192526727	0.00000992	0.000255907	"1M; 4I; 5S; 6M; 7K; 8Q; 9L; 10L; 11E; 12A; 13G; 14V; 15H; 16F; 20T; 32F; 33T; 34E; 35R; 36N; 44Q; 52Q; 54Y; 74K; 75Q; 93N; 94H; 104W; 139K; 147F; 165D; 166P; 167H; 169E; 201P; 206A; 208R; 214T"	No	30S ribosomal protein S2	COG0052	1TPNA	no_RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS08650	SPy_2093	tsf	Q99XQ7	WP_010922743.1	"EF_TS;UBA"	EF_TS	"Transl_elong_EFTs/EF1B;Transl_elong_EFTs/EF1B_dimer;Transl_elong_Ts_CS;UBA-like;UBA/Ts_N"	Translation	0.516659819	0.615756607	0.695395401	0.639797317	0.616902286	0.000805637	0.002988311	"223V; 229P"	No	translation elongation factor Ts	COG0264	1TPFJ	RBP	RBP	RBP	RBP	RBP	no_RBP
SPY_RS08655	SPy_2095	pepO	Q99XQ6	WP_010922744.1	"Peptidase_M13;Peptidase_M13_N"	Peptidase_M13,Peptidase_M13_N	"MetalloPept_cat_dom;Peptidase_M13;Peptidase_M13_C;Peptidase_M13_N"	-	0.104049898	-0.151904792	-0.101026344	-0.116639935	-0.066380293	0.453845567	0.542809613	-	No	endopeptidase PepO	COG3590	1TQTA	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
